,book,chapt,version,text
0,MAT,1,GUL,dis yah de people wa dey write down say been kin ta jedus christ fom way back ta abraham time jedus come out fom king david fambly an king david come out fom abraham fambly
1,MAT,1,GUL,abraham been de fada ob isaac isaac been de fada ob jacob jacob been de fada ob judah an e broda dem
2,MAT,1,GUL,judah been de fada ob perez an zerah an dey modda been tamar perez been de fada ob hezron hezron been de fada ob ram
3,MAT,1,GUL,ram been de fada ob amminadab amminadab been de fada ob nahshon nahshon been de fada ob salmon
4,MAT,1,GUL,salmon been de fada ob boaz an e modda been rahab boaz been de fada ob obed an e modda been ruth obed been de fada ob jesse
5,MAT,1,GUL,jesse been de fada ob king david david been de fada ob solomon an e modda been uriah wife
6,MAT,1,GUL,solomon been de fada ob rehoboam rehoboam been de fada ob abijah abijah been de fada ob asa
7,MAT,1,GUL,asa been de fada ob jehoshaphat jehoshaphat been de fada ob joram joram been de fada ob uzziah
8,MAT,1,GUL,uzziah been de fada ob jotham jotham been de fada ob ahaz ahaz been de fada ob hezekiah
9,MAT,1,GUL,hezekiah been de fada ob manasseh manasseh been de fada ob amon amon been de fada ob josiah
10,MAT,1,GUL,josiah been de fada ob jechoniah an e broda dem dey been bon wen de people fom babylon come een pon de israel people an cyaa um off wid um ta babylon an pit um een slabery
11,MAT,1,GUL,atta dey enemy dem pit um een slabery an cyaa um off ta babylon shealtiel been bon jechoniah been de fada ob shealtiel shealtiel been de fada ob zerubbabel
12,MAT,1,GUL,zerubbabel been de fada ob abiud abiud been de fada ob eliakim eliakim been de fada ob azor
13,MAT,1,GUL,azor been de fada ob zadok zadok been de fada ob achim achim been de fada ob eliud
14,MAT,1,GUL,eliud been de fada ob eleazar eleazar been de fada ob matthan mattah been de fada ob jacob
15,MAT,1,GUL,jacob been de fada ob joseph joseph been mary husban an jedus wa dey call christ been mary son
16,MAT,1,GUL,so den dey been foteen generation fom granfada ta granchile fom abraham time ta king david time an dey been foteen generation fom king david time ta de time wen de people fom babylon pit um een slabery an cyaa um off ta babylon an dey been foteen generation fom den ta de time wen jedus christ bon
17,MAT,1,GUL,now dis yah wa happen wen jedus christ bon jedus modda mary been gage fa marry joseph bot fo dey git marry an joseph cyaa um fa lib wid um dey find out dat mary been speckin an dat been de powa ob de holy sperit wa mek dat happen
18,MAT,1,GUL,now joseph wa been gage fa marry mary e been a man wa waak scraight wid god an e ain been wahn fa see mary come ta no open shame so joseph mek op e mind fa paat wid mary an keep um hush op
19,MAT,1,GUL,e beena study haad bout wa e gwine do wen de lawd sen a angel ta um een a dream de angel tell um say joseph ya wa come out fom king david fambly mus dohn be scaid fa marry mary cause de chile wa e speckin dat wa de holy sperit mek happen
20,MAT,1,GUL,e gwine hab son an ya mus gim de name jedus cause e gwine sabe e people fom dey sin
21,MAT,1,GUL,now all dis happen so dat wa de lawd done tell de prophet say gwine happen e happen fa true e say
22,MAT,1,GUL,one nyoung ooman dat ain neba know no man e gwine be wid chile e gwine hab son an dey gwine call de chile emmanuel dat mean fa say god right yah wid we
23,MAT,1,GUL,so wen joseph wake op e done wa de lawd angel chaage um fa do e gone an marry mary
24,MAT,1,GUL,bot joseph neba tetch mary til e done hab e son an joseph name de chile jedus
25,MAT,2,GUL,now jedus been bon een betlem town een judea jurin de same time wen herod been king atta jedus been bon some wise man dem dat study bout de staa dem come ta jerusalem fom weh dey been een de east
26,MAT,2,GUL,an dey aks say weh de chile da wa bon fa be de jew people king we beena see de staa wa tell bout um een de east an we come fa woshup um op
27,MAT,2,GUL,wen king herod yeh dat e been opsot fa true an ebrybody een jerusalem been opsot too
28,MAT,2,GUL,e call togeda all de leada dem ob de jew priest dem an de jew law teacha dem e aks um say weh de messiah gwine be bon at
29,MAT,2,GUL,dey tell king herod say e gwine be bon een betlem town een judea cause de prophet write say
30,MAT,2,GUL,betlem een judah lan ya sompin fa sho
31,MAT,2,GUL,mongst dem oda town dey een judah
32,MAT,2,GUL,cause one ob ya people gwine be a big rula
33,MAT,2,GUL,e gwine rule oba me israel people
34,MAT,2,GUL,same like a shephud da lead e sheep
35,MAT,2,GUL,so king herod sen fa de man dem dat done come fom de east fa meet wid um bot e ain tell nobody bout de meetin den herod aks dem man fa tell um de zact time wen dey fus see dat staa
36,MAT,2,GUL,e tell um say oona mus go ta betlem an look roun good fa de chile wen oona find um mus come back an leh me know so dat a kin go mesef fa woshup um op too
37,MAT,2,GUL,atta dem man yeh wa de king say dey gone on an dey see de same staa dat dey beena see wen dey been back een de east dey folla dat staa til dey git ta de place weh de chile been an den dat staa ain gone no foda
38,MAT,2,GUL,wen de man dem fom de east see dat staa dey dey been too glad dey been glad til dey ain know wa fa do
39,MAT,2,GUL,dey gone eenta de house an dey see de chile dey wid e modda mary den dey kneel down fo de chile an woshup um op an dey open op dey bag an tek out de rich ting dey beena cyaa long wid um fa gii de chile dey gim gole frankincense an myrrh
40,MAT,2,GUL,now den de lawd come ta dem man een a dream an waan um tell um say mus dohn go back fa tell king herod nottin so dey gone noda way back ta weh dey come fom
41,MAT,2,GUL,atta de man dem fom de east done gone de lawd sen one angel een a dream fa waan joseph de angel tell um say king herod gwine come look fa de chile fa kill um ya mus git op tek de chile an e modda an ron way right now ta egypt lan stay dey til a tell oona fa come back fom dey
42,MAT,2,GUL,so joseph git op e tek de chile an e modda an gone een de night time ta egypt lan
43,MAT,2,GUL,e stay dey til king herod been dead wa de lawd been tell de prophet fa say gwine happen e happen fa true e been say a call me son fa come out fom egypt lan
44,MAT,2,GUL,wen king herod find out dat de man dem fom de east done fool um good e been mad down e gii orda ta e sodja dem say mus kill all de boy chullun een betlem an een de whole arie roun bout mus kill all dem two yeah ole an nyounga de king done dat cause ob wa dem man fom de east done tell um bout de time wen dey fus beena see de staa
45,MAT,2,GUL,dis mek wa de prophet jeremiah done say come true e say
46,MAT,2,GUL,dey yeh a nise da come outta ramah
47,MAT,2,GUL,dey yeh somebody da weep an wail
48,MAT,2,GUL,dat been rachel da cry fa e chullun
49,MAT,2,GUL,ain nobody kin mek um stop fa cry
50,MAT,2,GUL,cause e chullun done git kill op
51,MAT,2,GUL,atta herod done dead de lawd sen e angel een a dream ta joseph dey een egypt lan e tell um say
52,MAT,2,GUL,mus git op an tek de chile an e modda an gone back ta israel lan cause dem dat beena try fa kill de chile done dead
53,MAT,2,GUL,so den joseph git op an tek de chile an e modda an gone back ta israel
54,MAT,2,GUL,bot wen joseph yeh say dat archelaus been tek e fada herod place fa rule een judea e been scaid fa go dey fa lib de lawd sen e angel fa waan joseph tell um een a dream wa fa do so joseph gone ta de arie call galilee
55,MAT,2,GUL,e gone fa lib een one town dey name nazareth so wa de prophet dem done say bout jedus e come true dey been say dey gwine say e de man fom nazareth
56,MAT,3,GUL,een dat time john wa bactize come ta de wildaness een judea an e staat fa preach dey
57,MAT,3,GUL,e tell um say oona mus change oona sinful way an dohn do um no mo cause de time mos yah wen god gwine rule oba we
58,MAT,3,GUL,john been de man wa de prophet isaiah beena taak bout wen e say
59,MAT,3,GUL,somebody da holla een de wildaness say
60,MAT,3,GUL,oona mus cleah de road weh de lawd gwine come shru
61,MAT,3,GUL,mek de pat scraight fa um fa waak
62,MAT,3,GUL,john cloes been mek wid camel hair an de belt roun e wais been mek wid animal hide e beena nyam locust an wile honey
63,MAT,3,GUL,a whole heapa people come fa yeh um fom jerusalem fom all ob judea an fom all de whole arie close ta de jerden riba
64,MAT,3,GUL,dey beena tell all de sinful ting dat dey done done an dey aks god fa fagib um den john beena bactize um een de jerden riba
65,MAT,3,GUL,heapa de pharisee an de sadducee dem beena come fa hab john bactize um wen john shim e tell um say oona wickity jes like snake who tell oona dat ef oona git bactize oona kin git way fom de jedgiment wa god gwine sen fa punish oona
66,MAT,3,GUL,oona mus do dem ting wa show oona done change oona way fa true
67,MAT,3,GUL,an oona mus dohn tink say we de chullun ob abraham dat ain gwine sabe oona a da tell oona god able fa tek dem stone yah an ton um eenta abraham chullun
68,MAT,3,GUL,now de ax ta de foot ob de tree ready fa cut um ebry tree wa ain beah good fruit god gwine cut um down an chunk um een de fire
69,MAT,3,GUL,a da bactize oona wid wata fa show dat oona done change oona sinful way bot one man wa hab heap mo tority den me gwine come a ain fit fa eben tote e shoe e gwine bactize oona wid de holy sperit an wid fire
70,MAT,3,GUL,e gwine jedge de people an separate um op like a faama wa hab e pitfork een e han fa separate de chaff fom de wheat e gwine geda de good wheat an pit um een e baan bot de chaff e gwine bun um een de ebalastin fire
71,MAT,3,GUL,den jedus come fom galilee an gone ta de jerden riba e gone fa hab john bactize um
72,MAT,3,GUL,bot john ain wahn fa gree fa bactize jedus e tell jedus say a oughta hab ya bactize me ya ain oughta come fa me fa bactize ya ainty
73,MAT,3,GUL,jedus tell john say leh we do um de way a say fa now e fittin fa we fa do all wa god tell we fa do so den john gree fa do wa jedus say
74,MAT,3,GUL,atta john done bactize jedus jedus come op outta de wata jes den god open op de eliment an jedus see god sperit da come down like a dob an light pon um
75,MAT,3,GUL,den dey yeh a boice fom heaben say dis yah me own son wa a da lob e pledja me tommuch
76,MAT,4,GUL,atta dat de holy sperit lead jedus eenta de wildaness weh de debil try fa mek um do sompin e ain oughta do
77,MAT,4,GUL,wen jedus ain nyam nottin fa foty day an foty night e been hongry down
78,MAT,4,GUL,de debil wa try fa mek people do ebil ting come ta jedus dey an tell um say since ya god son chaage dese rock yah fa ton eenta bread
79,MAT,4,GUL,jedus ansa um say dey done write down een god book say e tek mo den sompin fa nyam fa mek people lib fa true e tek ebry wod dat come outta god mout
80,MAT,4,GUL,den de debil cyaa jedus ta de holy city jerusalem e pit um way op pontop de mos high paat ob god house
81,MAT,4,GUL,e tell jedus say since ya god son shrow yasef down fom yah cause dey done write down een god book say
82,MAT,4,GUL,god gwine gii orda ta e angel dem
83,MAT,4,GUL,tell um fa tek cyah ob ya
84,MAT,4,GUL,de angel dem gwine tote ya een dey han
85,MAT,4,GUL,so dat ya ain gwine hut eben
86,MAT,4,GUL,ya foot pon a rock
87,MAT,4,GUL,jedus tell de debil say dey done write down noda ting een god book say mus dohn try fa test de lawd ya god
88,MAT,4,GUL,atta dat de debil tek jedus op ta a high place an show um all de country dem een de whole wol wid all dey powa an all dey purty ting wa dey got
89,MAT,4,GUL,de debil tell jedus say a gwine gii ya all dem ting ef ya bow down an woshup me op
